date,house_price,rent_index,gdp_real,unemployment,long_rate,population,inflation_yoy,pop_growth_yoy,price_ret,rent_ret,price_ret_lag_1,rent_ret_lag_1,price_ret_lag_2,rent_ret_lag_2,price_ret_lag_4,rent_ret_lag_4,price_roll_mean_4,price_roll_vol_4,price_momentum_4q,price_to_rent,price_to_rent_chg,gdp_growth,unemp_chg,long_rate_chg,real_rate,q_sin,q_cos,target_price_price_next,target_price_return_next,target_price_direction,target_rent_price_next,target_rent_return_next,target_rent_direction
2015-10-01,101.8,100.36666666666667,777123.5,4.2,0.53,82183154.5,0.5369127516778649,0.8251336491326144,0.013944223107569709,0.0023302263648470323,0.005005005005005003,0.0023356690023357274,0.021472392638036908,0.0030120481927708997,0.0,0.003368137420006745,0.014263409345657063,0.006913746484996326,0.058212058212058215,1.0142809697774824,0.011586996418179396,0.00513442474188186,-0.09999999999999964,-0.1266666666666666,-0.00691275167786487,-2.4492935982947064e-16,1.0,103.9,0.02062868369351678,1,100.7,0.0033211557622052634,1
2016-01-01,103.9,100.7,783952.0,4.066666666666666,0.25666666666666665,82348669.0,0.13477088948785632,0.8104853315557436,0.02062868369351678,0.0033211557622052634,0.013944223107569709,0.0023302263648470323,0.005005005005005003,0.0023356690023357274,0.016632016632016633,0.0030211480362538623,0.0152625761110321,0.007622614414202047,0.062372188139059315,1.0317775571002978,0.01725023720661345,0.008786891658790319,-0.13333333333333375,-0.2733333333333334,0.12189577717881034,1.0,6.123233995736766e-17,106.9,0.02887391722810384,1,101.0,0.002979145978152964,1
2016-04-01,106.9,101.0,785698.7,4.0,0.08,82425752.25,-0.09956853634252028,0.7008086185862128,0.02887391722810384,0.002979145978152964,0.02062868369351678,0.0033211557622052634,0.013944223107569709,0.0023302263648470323,0.021472392638036908,0.0030120481927708997,0.017112957258548833,0.010121328892734175,0.07007007007007005,1.0584158415841585,0.02581785608782261,0.002228070085923628,-0.06666666666666643,-0.17666666666666664,0.1795685363425203,1.2246467991473532e-16,-1.0,108.8,0.017773620205799645,1,101.36666666666667,0.0036303630363037076,1
2016-07-01,108.8,101.36666666666667,788477.5,3.8666666666666667,-0.12333333333333334,82502835.5,0.3970880211780159,0.5915745685928009,0.017773620205799645,0.0036303630363037076,0.02887391722810384,0.002979145978152964,0.02062868369351678,0.0033211557622052634,0.005005005005005003,0.0023356690023357274,0.020305111058747494,0.00633504748427268,0.08366533864541825,1.0733311410720157,0.0140920977387613,0.003536724701211913,-0.1333333333333333,-0.20333333333333334,-0.5204213545113492,-1.0,-1.8369701987210297e-16,110.4,0.014705882352941346,1,101.83333333333333,0.004603748766852878,1
2016-10-01,110.4,101.83333333333333,792129.7,3.7000000000000006,0.14666666666666667,82579918.75,1.0347129506007802,0.4827805070441782,0.014705882352941346,0.004603748766852878,0.017773620205799645,0.0036303630363037076,0.02887391722810384,0.002979145978152964,0.013944223107569709,0.0023302263648470323,0.020495525870090403,0.006086704506680625,0.08447937131630656,1.084124386252046,0.010055839029556424,0.004631964767542351,-0.16666666666666607,0.27,-0.8880462839341134,-2.4492935982947064e-16,1.0,110.9,0.004528985507246341,1,102.3,0.004582651391161985,1
2017-01-01,110.9,102.3,802411.6,3.6333333333333333,0.2866666666666667,82657002.0,1.7833109017496573,0.3744237809113926,0.004528985507246341,0.004582651391161985,0.014705882352941346,0.004603748766852878,0.017773620205799645,0.0036303630363037076,0.02062868369351678,0.0033211557622052634,0.016470601323522793,0.010020920200345503,0.06737247353224252,1.0840664711632455,-5.3421073757720094e-05,0.012980071319128594,-0.06666666666666732,0.14,-1.4966442350829907,1.0,6.123233995736766e-17,113.1,0.019837691614066566,1,102.76666666666667,0.00456174649723029,1
2017-04-01,113.1,102.76666666666667,808128.4,3.5666666666666664,0.27,82719197.0,1.661129568106312,0.35601100625684,0.019837691614066566,0.00456174649723029,0.004528985507246341,0.004582651391161985,0.014705882352941346,0.004603748766852878,0.02887391722810384,0.002979145978152964,0.014211544920013475,0.006790636524999524,0.05799812909260971,1.1005514109633474,0.015206576569435803,0.007124523125039639,-0.06666666666666687,-0.016666666666666663,-1.391129568106312,1.2246467991473532e-16,-1.0,115.0,0.016799292661361598,1,103.10000000000001,0.003243593902043651,1
2017-07-01,115.0,103.10000000000001,814559.7,3.466666666666667,0.38666666666666666,82781392.0,1.8127883981542414,0.33763263809278854,0.016799292661361598,0.003243593902043651,0.019837691614066566,0.00456174649723029,0.004528985507246341,0.004582651391161985,0.017773620205799645,0.0036303630363037076,0.013967963033903963,0.0066359868076585225,0.05698529411764719,1.1154219204655673,0.013511871734554592,0.007958265047979918,-0.09999999999999964,0.11666666666666664,-1.4261217314875747,-1.0,-1.8369701987210297e-16,117.3,0.020000000000000018,1,103.46666666666665,0.003556417717426319,1
2017-10-01,117.3,103.46666666666665,822817.3,3.4,0.32666666666666666,82843587.0,1.5526924347538884,0.31928858007019834,0.020000000000000018,0.003556417717426319,0.016799292661361598,0.003243593902043651,0.019837691614066566,0.00456174649723029,0.014705882352941346,0.004603748766852878,0.01529149244566863,0.0073244564612438435,0.0625,1.1336984536082475,0.01638530927835058,0.010137501278298044,-0.06666666666666687,-0.06,-1.2260257680872217,-2.4492935982947064e-16,1.0,118.3,0.008525149190110826,1,104.0,0.005154639175257936,1
2018-01-01,118.3,104.0,818271.5,3.2999999999999994,0.5533333333333333,82905782.0,1.454545454545464,0.30097873619949755,0.008525149190110826,0.005154639175257936,0.020000000000000018,0.003556417717426319,0.016799292661361598,0.003243593902043651,0.004528985507246341,0.004582651391161985,0.016290533366384752,0.005382146466647964,0.0667267808836789,1.1375,0.0033532253481101115,-0.005524677227860986,-0.10000000000000053,0.22666666666666668,-0.9012121212121306,1.0,6.123233995736766e-17,120.6,0.019442096365173356,1,104.39999999999999,0.0038461538461538325,1
2018-04-01,120.6,104.39999999999999,824702.7,3.2000000000000006,0.42,82952577.0,1.9281045751633918,0.28213523397717655,0.019442096365173356,0.0038461538461538325,0.008525149190110826,0.005154639175257936,0.020000000000000018,0.003556417717426319,0.019837691614066566,0.00456174649723029,0.01619163455416145,0.005298219687352632,0.06631299734748008,1.1551724137931034,0.015536187949981128,0.007859494067677941,-0.09999999999999876,-0.13333333333333336,-1.508104575163392,1.2246467991473532e-16,-1.0,123.1,0.02072968490878946,1,104.8,0.003831417624521105,1
2018-07-01,123.1,104.8,819303.6,3.1666666666666665,0.3133333333333333,82999372.0,2.201359663321467,0.26332004661144826,0.02072968490878946,0.003831417624521105,0.019442096365173356,0.0038461538461538325,0.008525149190110826,0.005154639175257936,0.016799292661361598,0.003243593902043651,0.017174232616018414,0.005790108013027798,0.07043478260869551,1.174618320610687,0.016833770080893373,-0.006546722837211472,-0.0333333333333341,-0.10666666666666669,-1.888026329988134,-1.0,-1.8369701987210297e-16,124.6,0.012185215272136452,1,105.10000000000001,0.002862595419847347,1
2018-10-01,124.6,105.10000000000001,822956.0,3.1,0.3,83046167.0,2.1470396877033338,0.2445331103299475,0.012185215272136452,0.002862595419847347,0.02072968490878946,0.003831417624521105,0.019442096365173356,0.0038461538461538325,0.020000000000000018,0.003556417717426319,0.015220536434052523,0.005837056052242275,0.06223358908780896,1.1855375832540436,0.009296009139104555,0.004457932322035507,-0.06666666666666643,-0.013333333333333308,-1.8470396877033337,-2.4492935982947064e-16,1.0,124.6,0.0,0,105.56666666666666,0.004440215667617986,1
2019-01-01,124.6,105.56666666666666,828355.0,3.0,0.06666666666666667,83092962.0,1.5640273704790042,0.2257743615517782,0.0,0.004440215667617986,0.012185215272136452,0.002862595419847347,0.02072968490878946,0.003831417624521105,0.008525149190110826,0.005154639175257936,0.013089249136524816,0.009502291774209451,0.053254437869822535,1.1802968108620144,-0.004420587306599222,0.006560496551456074,-0.10000000000000009,-0.23333333333333334,-1.4973607038123375,1.0,6.123233995736766e-17,127.8,0.025682182985553803,1,105.93333333333334,0.003473318598042452,1
